m,TagName,
"2020-12-01 00:00:00","javascript","18567"
"2020-12-01 00:00:00","assembly","316"
"2020-12-01 00:00:00","c#","6501"
"2020-12-01 00:00:00","c","2791"
"2020-12-01 00:00:00","c++","4847"
"2020-12-01 00:00:00","java","9374"
"2020-12-01 00:00:00","python","25604"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5575"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","559"
"2020-12-01 00:00:00","r","4962"
"2020-12-01 00:00:00","swift","2447"
"2021-01-01 00:00:00","java","9629"
"2021-01-01 00:00:00","javascript","19699"
"2021-01-01 00:00:00","c++","4544"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","333"
"2021-01-01 00:00:00","c","2759"
"2021-01-01 00:00:00","python","26575"
"2021-01-01 00:00:00","c#","6978"
"2021-01-01 00:00:00","r","5024"
"2021-01-01 00:00:00","php","5721"
"2021-01-01 00:00:00","ruby","589"
"2021-01-01 00:00:00","go","606"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2781"
"2021-02-01 00:00:00","delphi","203"
"2021-02-01 00:00:00","javascript","18064"
"2021-02-01 00:00:00","perl","134"
"2021-02-01 00:00:00","java","9219"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6612"
"2021-02-01 00:00:00","r","5009"
"2021-02-01 00:00:00","c","2365"
"2021-02-01 00:00:00","python","25126"
"2021-02-01 00:00:00","php","5296"
"2021-02-01 00:00:00","c++","4489"
"2021-02-01 00:00:00","go","631"
"2021-02-01 00:00:00","ruby","604"
"2021-02-01 00:00:00","swift","2734"
"2021-03-01 00:00:00","assembly","341"
"2021-03-01 00:00:00","c++","4762"
"2021-03-01 00:00:00","c","2672"
"2021-03-01 00:00:00","c#","7352"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19931"
"2021-03-01 00:00:00","java","10494"
"2021-03-01 00:00:00","go","830"
"2021-03-01 00:00:00","php","5633"
"2021-03-01 00:00:00","ruby","571"
"2021-03-01 00:00:00","python","28348"
"2021-03-01 00:00:00","swift","2921"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6051"
"2021-04-01 00:00:00","java","9574"
"2021-04-01 00:00:00","c#","6809"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","javascript","18807"
"2021-04-01 00:00:00","assembly","344"
"2021-04-01 00:00:00","c++","4379"
"2021-04-01 00:00:00","c","2474"
"2021-04-01 00:00:00","php","5175"
"2021-04-01 00:00:00","python","26777"
"2021-04-01 00:00:00","swift","2547"
"2021-04-01 00:00:00","r","5639"
"2021-04-01 00:00:00","ruby","607"
"2021-04-01 00:00:00","delphi","188"
"2021-04-01 00:00:00","go","688"
"2021-05-01 00:00:00","c++","4714"
"2021-05-01 00:00:00","delphi","180"
"2021-05-01 00:00:00","java","9958"
"2021-05-01 00:00:00","c","2316"
"2021-05-01 00:00:00","python","26645"
"2021-05-01 00:00:00","c#","6725"
"2021-05-01 00:00:00","assembly","339"
"2021-05-01 00:00:00","go","721"
"2021-05-01 00:00:00","swift","2240"
"2021-05-01 00:00:00","javascript","18880"
"2021-05-01 00:00:00","perl","127"
"2021-05-01 00:00:00","r","5463"
"2021-05-01 00:00:00","ruby","453"
"2021-05-01 00:00:00","php","5285"
"2021-06-01 00:00:00","php","5436"
"2021-06-01 00:00:00","c#","6567"
"2021-06-01 00:00:00","go","676"
"2021-06-01 00:00:00","assembly","312"
"2021-06-01 00:00:00","c++","4251"
"2021-06-01 00:00:00","python","24414"
"2021-06-01 00:00:00","c","2032"
"2021-06-01 00:00:00","delphi","124"
"2021-06-01 00:00:00","javascript","17424"
"2021-06-01 00:00:00","java","9283"
"2021-06-01 00:00:00","ruby","437"
"2021-06-01 00:00:00","perl","160"
"2021-06-01 00:00:00","swift","2098"
"2021-06-01 00:00:00","r","4602"
